Gender,YearlyIncome,TotalChildren,NumberChildrenAtHome,EnglishEducation,EnglishOccupation,HouseOwnerFlag,NumberCarsOwned,CommuteDistance,Region,Age,BikeBuyer
F,30000.00,2,2,Partial College,Clerical,1,2,0-1 Miles,Europe,51,0
F,30000.00,2,2,Partial College,Clerical,0,2,0-1 Miles,Europe,51,0
M,30000.00,2,2,Partial College,Clerical,1,2,0-1 Miles,Europe,51,0
M,30000.00,3,3,Partial College,Clerical,1,0,0-1 Miles,Europe,52,0
F,40000.00,1,0,Bachelors,Skilled Manual,1,0,0-1 Miles,Europe,51,1
M,20000.00,0,0,High School,Manual,1,1,2-5 Miles,Europe,38,0
F,20000.00,4,4,High School,Manual,1,1,0-1 Miles,Europe,39,1
M,20000.00,5,5,High School,Manual,1,2,0-1 Miles,Europe,36,0
M,20000.00,5,5,High School,Manual,1,2,0-1 Miles,Europe,36,0
F,30000.00,3,3,Partial College,Clerical,1,2,0-1 Miles,Europe,36,0
M,30000.00,3,3,Partial College,Clerical,1,2,0-1 Miles,Europe,36,0
F,40000.00,1,0,Bachelors,Skilled Manual,1,0,0-1 Miles,Europe,51,1
F,30000.00,1,0,Partial College,Clerical,1,1,0-1 Miles,Europe,53,1
M,40000.00,1,0,Bachelors,Skilled Manual,1,1,0-1 Miles,Europe,53,1
F,30000.00,0,0,Partial College,Clerical,1,1,2-5 Miles,Europe,37,0
M,20000.00,0,0,High School,Manual,0,1,1-2 Miles,Europe,39,0
F,10000.00,0,0,Partial High School,Manual,1,2,0-1 Miles,Europe,40,0
F,20000.00,0,0,High School,Manual,0,1,2-5 Miles,Europe,39,0
F,30000.00,0,0,Partial College,Clerical,0,1,2-5 Miles,Europe,39,0
M,10000.00,4,0,High School,Manual,0,2,0-1 Miles,Europe,103,0
F,20000.00,0,0,Partial High School,Manual,1,2,1-2 Miles,Europe,41,0
M,20000.00,0,0,Partial High School,Manual,0,2,0-1 Miles,Europe,41,0
M,20000.00,0,0,Partial High School,Manual,0,2,0-1 Miles,Europe,41,0
F,30000.00,0,0,Partial College,Clerical,0,1,2-5 Miles,Europe,40,1
M,30000.00,0,0,Partial College,Clerical,0,1,0-1 Miles,Europe,40,1
M,10000.00,0,0,Partial High School,Manual,0,2,0-1 Miles,Europe,41,0
F,20000.00,0,0,Partial High School,Manual,1,2,1-2 Miles,Europe,42,0
M,20000.00,0,0,Partial High School,Manual,1,2,1-2 Miles,Europe,42,0
F,20000.00,0,0,Partial High School,Manual,0,2,1-2 Miles,Europe,42,0
F,20000.00,0,0,Partial High School,Manual,0,2,1-2 Miles,Europe,42,0
F,30000.00,0,0,Partial College,Clerical,1,1,2-5 Miles,Europe,42,1
M,30000.00,0,0,Partial College,Clerical,0,1,2-5 Miles,Europe,42,1
F,30000.00,0,0,Partial College,Clerical,0,1,0-1 Miles,Europe,41,1
F,30000.00,0,0,Partial College,Clerical,0,1,1-2 Miles,Europe,41,0
M,40000.00,4,2,High School,Skilled Manual,1,2,2-5 Miles,North America,54,1
F,60000.00,1,0,Partial College,Skilled Manual,1,1,0-1 Miles,North America,54,1
F,60000.00,1,0,Partial College,Skilled Manual,1,1,2-5 Miles,Europe,53,1
F,60000.00,1,0,Partial College,Skilled Manual,1,1,0-1 Miles,North America,54,1
F,40000.00,0,0,Bachelors,Professional,0,1,2-5 Miles,North America,55,0
M,40000.00,0,0,Bachelors,Professional,0,1,0-1 Miles,Europe,55,0
M,50000.00,0,0,Partial College,Skilled Manual,0,1,0-1 Miles,Europe,48,0
F,60000.00,0,0,Graduate Degree,Professional,0,1,0-1 Miles,North America,48,1
M,60000.00,0,0,Graduate Degree,Professional,0,1,0-1 Miles,North America,48,1
F,20000.00,3,0,High School,Skilled Manual,1,2,2-5 Miles,North America,87,0
F,60000.00,1,0,Partial College,Skilled Manual,1,1,0-1 Miles,North America,55,1
F,60000.00,1,0,Partial College,Skilled Manual,1,1,2-5 Miles,North America,55,1
M,40000.00,4,0,High School,Professional,0,2,1-2 Miles,North America,71,0
M,70000.00,4,0,Bachelors,Management,0,2,1-2 Miles,North America,71,0
F,70000.00,4,0,Bachelors,Management,1,2,10+ Miles,North America,71,0
F,40000.00,4,0,High School,Professional,0,2,2-5 Miles,North America,70,0
F,70000.00,5,0,Bachelors,Management,1,2,2-5 Miles,Europe,70,0
M,70000.00,5,0,Bachelors,Management,1,3,10+ Miles,North America,69,1
M,70000.00,5,0,Bachelors,Management,1,4,10+ Miles,North America,69,1
M,70000.00,5,0,Bachelors,Management,0,4,2-5 Miles,North America,68,1
M,70000.00,5,0,Bachelors,Management,1,4,10+ Miles,North America,69,0
F,60000.00,4,0,Bachelors,Management,1,2,10+ Miles,North America,69,0
F,60000.00,4,0,Bachelors,Management,1,2,2-5 Miles,North America,69,0
F,60000.00,4,0,Bachelors,Management,1,2,10+ Miles,North America,69,0
M,60000.00,4,0,Bachelors,Management,1,2,10+ Miles,North America,69,0
F,70000.00,2,1,Partial College,Professional,1,1,10+ Miles,North America,68,0
F,70000.00,2,1,Partial College,Professional,1,1,2-5 Miles,North America,68,1
M,70000.00,2,1,Partial College,Professional,1,1,10+ Miles,North America,68,0
M,70000.00,2,1,Partial College,Professional,1,1,10+ Miles,Europe,68,0
M,70000.00,2,1,Partial College,Professional,1,1,10+ Miles,Europe,68,0
F,60000.00,5,0,Bachelors,Management,1,3,10+ Miles,North America,68,1
F,60000.00,5,0,Bachelors,Management,1,3,2-5 Miles,North America,67,1
F,40000.00,2,1,High School,Professional,1,2,2-5 Miles,Europe,67,0
M,60000.00,2,1,Partial College,Professional,1,1,10+ Miles,North America,67,0
M,60000.00,2,1,Partial College,Professional,1,1,10+ Miles,North America,67,0
F,60000.00,2,1,Partial College,Professional,0,1,2-5 Miles,North America,67,1
F,60000.00,2,1,Partial College,Professional,0,2,2-5 Miles,North America,67,1
F,60000.00,2,1,Partial College,Professional,1,2,2-5 Miles,North America,67,1
M,60000.00,2,1,Bachelors,Management,1,0,10+ Miles,North America,67,0
M,60000.00,2,1,Bachelors,Management,0,0,2-5 Miles,North America,67,1
F,40000.00,2,1,High School,Professional,1,2,10+ Miles,Europe,66,1
M,40000.00,2,1,High School,Professional,1,2,2-5 Miles,Europe,66,0
M,40000.00,2,1,High School,Professional,1,2,10+ Miles,Europe,66,1
M,40000.00,2,1,Partial High School,Skilled Manual,1,2,10+ Miles,Europe,66,1
F,60000.00,2,1,Partial College,Professional,1,2,10+ Miles,North America,65,0
M,60000.00,2,1,Bachelors,Management,1,0,10+ Miles,North America,66,0
M,60000.00,2,1,Bachelors,Management,1,0,10+ Miles,North America,65,0
F,60000.00,2,1,Bachelors,Management,0,0,2-5 Miles,North America,66,1
F,60000.00,2,1,Partial College,Professional,1,2,10+ Miles,North America,65,0
M,60000.00,2,1,High School,Professional,1,2,2-5 Miles,North America,64,1
M,60000.00,2,1,Partial College,Professional,1,1,2-5 Miles,North America,65,0
M,70000.00,4,2,Partial College,Professional,1,1,10+ Miles,North America,65,0
F,70000.00,4,2,Partial College,Professional,1,1,10+ Miles,North America,65,0
M,80000.00,3,1,Bachelors,Management,1,1,1-2 Miles,North America,65,0
F,60000.00,2,1,High School,Professional,0,2,2-5 Miles,Europe,64,1
F,60000.00,2,1,Partial College,Professional,1,1,2-5 Miles,North America,64,0
F,60000.00,2,1,Partial College,Professional,1,1,10+ Miles,North America,64,0
M,60000.00,2,1,Partial College,Professional,1,1,10+ Miles,North America,64,0
F,60000.00,2,1,Partial College,Professional,1,2,10+ Miles,North America,64,0
M,60000.00,2,1,Partial College,Professional,1,2,2-5 Miles,North America,64,1
M,60000.00,2,1,Partial College,Professional,1,2,10+ Miles,North America,64,0
M,60000.00,2,1,Partial College,Professional,1,2,10+ Miles,North America,64,0
M,70000.00,4,2,Partial College,Professional,0,1,1-2 Miles,North America,64,0
F,70000.00,4,2,Partial College,Professional,1,1,2-5 Miles,North America,64,0
F,70000.00,4,2,Partial College,Professional,1,2,10+ Miles,North America,64,1
F,70000.00,2,1,Partial High School,Skilled Manual,1,2,10+ Miles,North America,63,0
M,70000.00,2,1,Partial High School,Skilled Manual,1,2,10+ Miles,North America,62,0
M,70000.00,2,1,Partial High School,Skilled Manual,1,3,2-5 Miles,Europe,63,1
M,60000.00,2,1,High School,Professional,1,2,10+ Miles,North America,63,0
F,60000.00,2,1,High School,Professional,0,2,2-5 Miles,Europe,63,1
M,60000.00,2,1,High School,Professional,1,2,10+ Miles,North America,63,0
F,60000.00,2,1,High School,Professional,1,2,2-5 Miles,North America,63,1
F,60000.00,2,1,High School,Professional,1,2,2-5 Miles,North America,62,1
M,70000.00,4,3,Partial College,Professional,1,1,10+ Miles,Europe,62,1
F,70000.00,4,3,Partial College,Professional,1,1,2-5 Miles,North America,62,0
M,130000.00,2,3,Bachelors,Management,1,4,0-1 Miles,Europe,56,0
F,130000.00,2,3,Bachelors,Management,1,4,5-10 Miles,Europe,57,1
M,130000.00,2,4,Partial College,Professional,1,2,5-10 Miles,Europe,56,1
M,130000.00,2,4,Partial College,Professional,1,2,5-10 Miles,Europe,57,1
M,90000.00,2,1,High School,Professional,0,1,2-5 Miles,Europe,57,0
F,100000.00,2,3,Partial College,Professional,1,4,5-10 Miles,Europe,58,0
F,130000.00,3,4,Partial College,Professional,0,2,0-1 Miles,Europe,58,1
F,110000.00,2,4,Partial College,Professional,1,4,5-10 Miles,Europe,59,1
F,110000.00,2,4,Partial College,Professional,1,4,5-10 Miles,Europe,59,1
F,120000.00,3,4,High School,Professional,1,4,5-10 Miles,Europe,59,1
F,120000.00,3,4,High School,Professional,1,4,5-10 Miles,Europe,59,1
M,120000.00,3,4,Partial High School,Professional,1,4,5-10 Miles,Europe,58,1
M,130000.00,3,4,Partial College,Professional,0,3,5-10 Miles,Europe,59,1
M,90000.00,2,1,High School,Professional,1,2,10+ Miles,Europe,60,1
M,100000.00,2,3,High School,Professional,1,4,2-5 Miles,Europe,60,0
F,120000.00,3,4,Partial High School,Professional,1,4,5-10 Miles,Europe,60,1
M,130000.00,3,4,Partial College,Professional,0,3,5-10 Miles,Europe,60,1
F,130000.00,3,4,Partial College,Professional,1,3,0-1 Miles,Europe,60,1
F,80000.00,3,1,Partial College,Professional,1,2,10+ Miles,Europe,61,0
M,70000.00,5,1,High School,Professional,1,2,10+ Miles,Europe,70,1
F,80000.00,5,0,Bachelors,Management,1,2,2-5 Miles,Europe,70,0
M,80000.00,5,0,Bachelors,Management,0,2,2-5 Miles,Europe,71,0
M,90000.00,5,0,Partial College,Professional,0,2,10+ Miles,Europe,71,0
F,170000.00,3,4,Bachelors,Management,1,3,0-1 Miles,Europe,71,1
F,60000.00,3,1,Partial High School,Skilled Manual,1,3,2-5 Miles,Europe,69,1
F,100000.00,2,3,Bachelors,Management,0,4,2-5 Miles,Europe,70,0
M,80000.00,5,0,Partial College,Professional,1,2,10+ Miles,Europe,69,0
M,80000.00,5,0,Partial College,Professional,0,2,10+ Miles,Europe,68,0
M,90000.00,5,0,Partial College,Professional,0,2,2-5 Miles,Europe,69,0
F,100000.00,2,3,Bachelors,Management,1,4,10+ Miles,Europe,69,0
M,100000.00,2,3,Bachelors,Management,1,4,10+ Miles,Europe,69,0
F,80000.00,4,2,Partial College,Professional,1,1,10+ Miles,Europe,61,0
F,80000.00,4,2,Partial College,Professional,1,2,10+ Miles,Europe,62,0
F,90000.00,3,2,Partial College,Professional,1,1,10+ Miles,Europe,62,1
M,90000.00,4,2,Partial College,Professional,1,1,10+ Miles,Europe,62,1
F,100000.00,3,4,High School,Professional,1,3,10+ Miles,Europe,61,0
M,130000.00,3,4,High School,Professional,1,4,5-10 Miles,Europe,61,1
F,90000.00,4,2,Partial College,Professional,1,2,2-5 Miles,Europe,62,0
F,90000.00,4,2,Partial College,Professional,1,2,10+ Miles,Europe,62,0
M,100000.00,3,4,Bachelors,Management,1,3,2-5 Miles,Europe,62,1
F,120000.00,3,5,Bachelors,Management,1,2,10+ Miles,Europe,62,1
M,120000.00,3,5,Bachelors,Management,1,3,10+ Miles,Europe,61,0
M,150000.00,2,5,Graduate Degree,Management,1,2,10+ Miles,Europe,62,1
M,90000.00,4,1,High School,Professional,0,2,2-5 Miles,Europe,63,1
M,130000.00,4,5,Partial College,Professional,0,3,0-1 Miles,Europe,63,1
F,80000.00,5,2,High School,Professional,1,2,10+ Miles,Europe,64,0
M,90000.00,4,1,High School,Professional,1,3,10+ Miles,Europe,64,0
M,110000.00,4,5,Partial College,Professional,1,2,10+ Miles,Europe,64,1
M,130000.00,4,5,High School,Professional,1,3,0-1 Miles,Europe,64,0
M,130000.00,4,5,High School,Professional,0,3,0-1 Miles,Europe,64,1
F,90000.00,4,1,High School,Management,1,3,10+ Miles,Europe,65,0
F,90000.00,4,1,High School,Management,0,3,5-10 Miles,Europe,65,1
M,110000.00,4,5,Partial College,Management,1,2,10+ Miles,Europe,65,1
M,130000.00,4,5,High School,Management,1,3,0-1 Miles,Europe,65,1
F,160000.00,2,5,Partial College,Management,1,3,10+ Miles,Europe,65,0
F,80000.00,5,1,High School,Management,1,3,10+ Miles,Europe,66,0
M,120000.00,4,5,High School,Management,1,3,10+ Miles,Europe,66,0
M,150000.00,4,5,High School,Management,1,4,0-1 Miles,Europe,66,0
F,90000.00,4,1,Partial High School,Skilled Manual,1,4,10+ Miles,Europe,67,0
F,90000.00,4,1,Partial High School,Skilled Manual,1,4,5-10 Miles,Europe,66,1
M,90000.00,5,0,Partial High School,Skilled Manual,0,2,5-10 Miles,Europe,68,0
F,110000.00,4,5,Partial High School,Professional,0,3,10+ Miles,Europe,67,1
F,130000.00,5,5,Partial High School,Professional,1,4,10+ Miles,Europe,68,0
M,150000.00,5,5,Bachelors,Professional,0,4,0-1 Miles,Europe,68,0
M,60000.00,0,0,Bachelors,Professional,1,3,10+ Miles,Pacific,40,1
F,70000.00,0,0,Bachelors,Professional,1,2,10+ Miles,Pacific,39,1
M,70000.00,0,0,Bachelors,Professional,0,3,10+ Miles,Pacific,40,0
F,80000.00,0,0,Bachelors,Professional,1,2,10+ Miles,Pacific,40,0
M,60000.00,0,0,Bachelors,Professional,1,4,10+ Miles,Pacific,41,0
M,90000.00,0,0,Bachelors,Professional,1,2,10+ Miles,Pacific,39,1
F,70000.00,0,0,Bachelors,Professional,1,4,10+ Miles,Pacific,41,0
M,70000.00,0,0,Bachelors,Professional,1,4,10+ Miles,Pacific,41,0
M,100000.00,0,5,High School,Management,0,2,10+ Miles,Pacific,41,1
F,110000.00,0,5,Partial College,Management,1,3,10+ Miles,Pacific,41,0
M,120000.00,5,5,Partial High School,Professional,1,4,10+ Miles,Pacific,41,1
F,130000.00,4,5,High School,Management,1,4,0-1 Miles,Pacific,41,0
M,90000.00,0,0,Bachelors,Professional,0,3,10+ Miles,Pacific,42,1
F,100000.00,0,5,High School,Management,1,2,10+ Miles,Pacific,42,1
F,100000.00,0,5,High School,Management,0,2,10+ Miles,Pacific,42,1
M,100000.00,0,5,High School,Management,1,2,10+ Miles,Pacific,42,1
F,120000.00,0,5,Partial High School,Professional,1,4,10+ Miles,Pacific,41,1
F,90000.00,0,0,Bachelors,Professional,1,3,10+ Miles,Pacific,43,1
M,100000.00,0,5,High School,Management,1,3,10+ Miles,Pacific,43,0
M,100000.00,0,5,High School,Management,1,3,10+ Miles,Pacific,43,1
F,90000.00,0,0,Bachelors,Professional,1,3,10+ Miles,Pacific,44,1
F,110000.00,0,5,High School,Management,1,3,10+ Miles,Pacific,43,1
F,130000.00,4,5,High School,Management,1,4,0-1 Miles,Pacific,43,1
F,130000.00,4,5,High School,Management,1,4,10+ Miles,Pacific,43,0
M,90000.00,0,0,Bachelors,Professional,1,4,10+ Miles,Pacific,44,1
F,100000.00,0,5,High School,Management,1,3,10+ Miles,Pacific,44,1
M,100000.00,0,5,High School,Management,0,4,10+ Miles,Pacific,43,1
F,90000.00,0,0,Bachelors,Professional,1,4,10+ Miles,Pacific,45,0
F,90000.00,0,0,Bachelors,Professional,1,4,10+ Miles,Pacific,44,0
M,110000.00,0,5,High School,Management,1,4,10+ Miles,Pacific,45,1
M,110000.00,0,5,High School,Management,0,4,10+ Miles,Pacific,45,1
F,120000.00,0,5,Partial High School,Professional,1,4,10+ Miles,Pacific,44,1
M,110000.00,0,5,Partial High School,Professional,1,4,10+ Miles,Pacific,43,1
M,160000.00,5,5,Partial High School,Management,0,4,10+ Miles,Pacific,44,0
F,130000.00,0,5,Bachelors,Management,1,4,0-1 Miles,Pacific,46,1
M,90000.00,5,5,Partial College,Professional,1,3,0-1 Miles,North America,51,0
F,90000.00,0,0,Partial College,Professional,0,1,5-10 Miles,North America,51,1
F,90000.00,0,0,Partial College,Professional,0,1,5-10 Miles,North America,51,1
M,60000.00,1,0,Partial College,Skilled Manual,1,1,2-5 Miles,North America,55,1
F,60000.00,1,0,Partial College,Skilled Manual,1,1,0-1 Miles,North America,54,1
M,60000.00,1,0,Partial College,Skilled Manual,1,1,2-5 Miles,North America,55,1
F,60000.00,1,0,Partial College,Skilled Manual,1,1,2-5 Miles,North America,55,1
F,60000.00,5,4,Bachelors,Professional,1,1,0-1 Miles,North America,56,0
F,80000.00,2,0,Graduate Degree,Professional,1,0,0-1 Miles,North America,56,1
F,80000.00,1,0,Partial College,Skilled Manual,1,1,0-1 Miles,North America,57,1
F,60000.00,3,2,Bachelors,Professional,1,0,2-5 Miles,North America,57,1
F,60000.00,1,0,Bachelors,Professional,1,1,2-5 Miles,North America,57,1
M,70000.00,5,4,Graduate Degree,Professional,1,2,0-1 Miles,North America,57,0
M,80000.00,5,0,Graduate Degree,Professional,1,0,0-1 Miles,Europe,57,1
F,80000.00,5,0,Graduate Degree,Professional,1,0,0-1 Miles,Europe,57,1
M,90000.00,1,0,Graduate Degree,Management,1,0,0-1 Miles,Pacific,45,1
F,90000.00,1,0,Graduate Degree,Management,1,0,0-1 Miles,Pacific,46,1
M,90000.00,1,0,Graduate Degree,Management,1,0,0-1 Miles,Pacific,46,1
M,90000.00,1,0,Graduate Degree,Management,1,0,0-1 Miles,Pacific,46,1
F,90000.00,1,0,Graduate Degree,Management,1,0,0-1 Miles,Pacific,46,1
M,90000.00,1,0,Graduate Degree,Management,1,0,0-1 Miles,Pacific,45,1
F,100000.00,1,0,Graduate Degree,Management,1,0,0-1 Miles,Pacific,46,1
F,60000.00,2,2,Bachelors,Professional,1,1,2-5 Miles,Pacific,47,1
M,90000.00,2,0,Bachelors,Professional,1,0,2-5 Miles,Pacific,44,1
F,70000.00,5,5,Bachelors,Professional,1,3,10+ Miles,Pacific,47,0
M,110000.00,1,0,Graduate Degree,Management,1,0,0-1 Miles,Pacific,46,1
F,120000.00,1,0,Graduate Degree,Management,1,1,5-10 Miles,Pacific,45,1
M,70000.00,5,5,Bachelors,Professional,1,3,10+ Miles,Pacific,48,1
M,70000.00,5,5,Bachelors,Professional,1,4,10+ Miles,Pacific,48,1
M,80000.00,5,5,Graduate Degree,Management,1,3,0-1 Miles,Pacific,48,1
F,80000.00,5,5,Graduate Degree,Management,1,3,0-1 Miles,Pacific,49,0
M,100000.00,0,0,Graduate Degree,Management,1,0,1-2 Miles,Pacific,49,1
F,60000.00,2,2,Bachelors,Professional,1,1,2-5 Miles,Pacific,50,1
M,60000.00,3,3,Bachelors,Professional,1,1,0-1 Miles,Pacific,50,0
F,70000.00,5,5,Bachelors,Professional,1,4,10+ Miles,Pacific,47,0
F,70000.00,0,0,Bachelors,Professional,0,1,5-10 Miles,Pacific,47,0
F,70000.00,0,0,Bachelors,Professional,0,1,5-10 Miles,Pacific,50,0
F,70000.00,0,0,Bachelors,Professional,0,1,0-1 Miles,Pacific,49,1
F,70000.00,0,0,Bachelors,Professional,0,1,5-10 Miles,Pacific,50,0
F,60000.00,3,3,Bachelors,Professional,1,2,5-10 Miles,Pacific,51,0
F,60000.00,3,3,Bachelors,Professional,1,2,5-10 Miles,Pacific,51,0
M,60000.00,4,4,Bachelors,Professional,1,3,10+ Miles,Pacific,51,0
F,60000.00,4,4,Bachelors,Professional,1,3,10+ Miles,Pacific,51,0
F,60000.00,4,4,Bachelors,Professional,1,3,5-10 Miles,Pacific,52,0
M,60000.00,3,2,Bachelors,Professional,1,2,5-10 Miles,Pacific,52,0
M,60000.00,3,2,Bachelors,Professional,1,2,5-10 Miles,Pacific,52,1
F,60000.00,3,2,Bachelors,Professional,1,2,5-10 Miles,Pacific,52,1
F,70000.00,0,0,Bachelors,Professional,0,1,5-10 Miles,Pacific,52,0
M,70000.00,0,0,Bachelors,Professional,0,1,0-1 Miles,Pacific,52,0
F,90000.00,3,3,Bachelors,Professional,1,0,1-2 Miles,Pacific,48,1
F,90000.00,4,4,Bachelors,Professional,1,0,1-2 Miles,Pacific,48,1
F,90000.00,4,4,Bachelors,Professional,1,0,0-1 Miles,Pacific,47,0
F,70000.00,1,0,Partial College,Skilled Manual,0,1,0-1 Miles,Pacific,53,1
F,60000.00,1,0,Bachelors,Professional,1,1,5-10 Miles,Pacific,53,1
M,60000.00,1,0,Bachelors,Professional,1,1,0-1 Miles,Pacific,53,1
M,60000.00,1,0,Partial College,Skilled Manual,1,1,5-10 Miles,Pacific,54,0
F,60000.00,1,0,Partial College,Skilled Manual,1,1,5-10 Miles,Pacific,54,0
M,60000.00,1,0,Partial College,Skilled Manual,1,1,5-10 Miles,Pacific,54,0
F,60000.00,1,0,Partial College,Skilled Manual,0,1,0-1 Miles,Pacific,53,1
F,100000.00,0,0,Bachelors,Professional,0,1,5-10 Miles,Pacific,48,0
F,100000.00,0,0,Bachelors,Professional,0,1,5-10 Miles,Pacific,49,0
M,100000.00,0,0,Bachelors,Professional,0,1,2-5 Miles,Pacific,49,1
M,60000.00,1,0,Partial College,Skilled Manual,1,1,5-10 Miles,Pacific,55,0
F,60000.00,1,0,Partial College,Skilled Manual,1,1,5-10 Miles,Pacific,54,0
F,40000.00,2,0,Bachelors,Professional,1,1,5-10 Miles,Pacific,82,0
F,70000.00,0,0,Bachelors,Professional,0,1,0-1 Miles,Pacific,50,1
F,80000.00,5,5,Bachelors,Professional,1,4,0-1 Miles,Pacific,50,0
F,70000.00,0,0,Bachelors,Professional,0,1,5-10 Miles,Pacific,51,0
F,70000.00,0,0,Bachelors,Professional,0,1,5-10 Miles,Pacific,51,0
M,70000.00,0,0,Bachelors,Professional,0,1,5-10 Miles,Pacific,51,0
M,90000.00,1,0,Bachelors,Professional,1,1,5-10 Miles,Pacific,56,0
F,90000.00,1,0,Bachelors,Professional,1,1,5-10 Miles,Pacific,56,0
F,90000.00,2,0,Bachelors,Professional,1,1,5-10 Miles,Pacific,56,0
F,70000.00,0,0,Bachelors,Professional,0,1,0-1 Miles,Pacific,51,1
F,70000.00,0,0,Bachelors,Professional,0,2,5-10 Miles,Pacific,52,1
M,70000.00,5,4,Bachelors,Professional,1,2,5-10 Miles,Pacific,53,0
M,70000.00,5,4,Partial College,Skilled Manual,1,2,5-10 Miles,Pacific,53,0
F,60000.00,1,0,Partial College,Skilled Manual,1,1,5-10 Miles,Pacific,54,0
F,90000.00,2,0,Bachelors,Management,0,1,2-5 Miles,Pacific,57,1
M,90000.00,2,0,Bachelors,Management,0,1,5-10 Miles,Pacific,57,1
M,90000.00,2,0,Bachelors,Management,0,1,5-10 Miles,Pacific,57,1
F,70000.00,1,0,Partial College,Skilled Manual,1,1,5-10 Miles,Pacific,57,0
M,40000.00,2,0,Bachelors,Management,1,1,0-1 Miles,Pacific,79,0
F,70000.00,5,4,Partial College,Skilled Manual,0,3,5-10 Miles,Pacific,54,0
F,70000.00,1,0,Partial College,Skilled Manual,1,1,5-10 Miles,Pacific,59,1
F,70000.00,1,0,Partial College,Skilled Manual,1,1,5-10 Miles,Pacific,59,1
F,70000.00,1,0,Partial College,Skilled Manual,1,1,5-10 Miles,Pacific,59,1
M,10000.00,2,1,High School,Skilled Manual,1,2,5-10 Miles,Pacific,66,0
F,40000.00,0,0,High School,Skilled Manual,1,1,5-10 Miles,North America,40,0
M,40000.00,0,0,High School,Skilled Manual,0,2,0-1 Miles,North America,40,0
F,30000.00,0,0,High School,Skilled Manual,0,2,0-1 Miles,North America,35,0
M,30000.00,0,0,High School,Skilled Manual,0,2,0-1 Miles,Europe,34,0
F,30000.00,0,0,High School,Skilled Manual,1,2,5-10 Miles,North America,35,0
M,30000.00,0,0,High School,Skilled Manual,0,2,0-1 Miles,North America,34,0
F,30000.00,0,0,High School,Skilled Manual,1,2,5-10 Miles,Europe,35,0
M,40000.00,0,0,High School,Skilled Manual,1,2,5-10 Miles,North America,35,1
F,30000.00,2,0,Partial College,Clerical,1,2,5-10 Miles,Pacific,78,0
M,30000.00,0,0,Partial High School,Clerical,0,2,0-1 Miles,Europe,36,0
M,30000.00,0,0,Partial High School,Clerical,0,2,5-10 Miles,North America,36,0
M,30000.00,0,0,Partial High School,Clerical,0,2,0-1 Miles,Europe,36,0
M,40000.00,0,0,High School,Skilled Manual,1,2,5-10 Miles,North America,37,0
M,40000.00,0,0,High School,Skilled Manual,0,2,0-1 Miles,Europe,37,1
F,40000.00,2,0,Bachelors,Management,1,2,0-1 Miles,Pacific,77,0
M,40000.00,2,0,Bachelors,Management,0,2,0-1 Miles,Pacific,76,0
M,30000.00,0,0,Partial High School,Clerical,1,2,5-10 Miles,North America,38,0
M,40000.00,0,0,High School,Skilled Manual,1,2,5-10 Miles,North America,38,0
M,30000.00,0,0,Partial High School,Clerical,0,2,5-10 Miles,Europe,36,0
F,60000.00,2,0,Graduate Degree,Management,1,1,5-10 Miles,Pacific,76,0
M,30000.00,2,0,Partial College,Clerical,0,2,0-1 Miles,Pacific,75,1
M,30000.00,2,0,Partial College,Clerical,0,2,0-1 Miles,Pacific,75,1
F,30000.00,2,0,Partial College,Clerical,1,2,5-10 Miles,Pacific,74,0
M,30000.00,2,0,Partial College,Clerical,0,2,0-1 Miles,Pacific,73,1
M,40000.00,2,0,Bachelors,Management,1,2,5-10 Miles,Pacific,73,1
F,40000.00,2,0,Bachelors,Management,1,2,5-10 Miles,Pacific,73,1
F,50000.00,2,0,Graduate Degree,Management,1,1,5-10 Miles,Pacific,73,1
F,50000.00,2,0,Graduate Degree,Management,1,1,5-10 Miles,Pacific,73,1
F,40000.00,0,0,Partial College,Skilled Manual,1,1,5-10 Miles,North America,39,0
F,40000.00,0,0,Partial College,Skilled Manual,1,1,5-10 Miles,North America,39,0
M,40000.00,0,0,Partial College,Skilled Manual,0,1,1-2 Miles,North America,39,0
F,40000.00,0,0,Partial College,Skilled Manual,1,1,5-10 Miles,North America,39,0
M,40000.00,0,0,Partial College,Skilled Manual,0,1,1-2 Miles,North America,39,0
M,60000.00,0,0,Partial College,Skilled Manual,1,1,5-10 Miles,North America,39,1
F,40000.00,0,0,High School,Skilled Manual,1,2,5-10 Miles,Europe,40,0
F,30000.00,0,0,Partial College,Skilled Manual,0,1,1-2 Miles,North America,41,0
F,30000.00,0,0,Partial College,Skilled Manual,0,1,1-2 Miles,North America,40,0
F,30000.00,0,0,Partial College,Skilled Manual,0,1,1-2 Miles,North America,40,0
M,30000.00,0,0,Partial College,Skilled Manual,1,1,5-10 Miles,North America,41,0
F,60000.00,0,0,Partial College,Skilled Manual,1,1,5-10 Miles,North America,41,1
M,70000.00,0,0,Partial College,Skilled Manual,1,2,5-10 Miles,North America,43,1
M,80000.00,0,0,Bachelors,Management,1,1,1-2 Miles,North America,42,1
M,80000.00,0,0,Bachelors,Management,1,1,1-2 Miles,North America,43,1
M,170000.00,0,0,Graduate Degree,Management,1,0,0-1 Miles,North America,48,0
M,90000.00,4,4,Bachelors,Management,1,1,0-1 Miles,Europe,47,0
M,90000.00,4,4,Partial College,Skilled Manual,1,2,1-2 Miles,Europe,47,0
F,100000.00,2,0,Bachelors,Management,1,3,0-1 Miles,North America,47,1
